Title,Description,Content,Category,Language,Source URL,Tags,Resource ID,Group ID,Department,Channels,Is Public,Status
Special Occasions,"Burial Men Genesis 48:21-22, 49:33-50 Psalms 34 I Peter 3:8-12 I Corinthians 15:33-53 St.","Special Occasions Burial Men Genesis 48:21-22, 49:33-50 Psalms 34 I Peter 3:8-12 I Corinthians 15:33-53 St. John 15:19-29 Women Acts 9:36-42 I Thessalonians 4:13-18 St. Matthew 25:1-13 Children I Kings 17:17-24 Acts 20:7-12 I Corinthians 15:12-19 St. Luke 7:11-17 Bishops & Priests Deuteronomy 34:1-12 Numbers 20:23-29 II Peter 3:8-18 I Corinthians 15:33-57 St. Matthew 24:45-25:30 About Special Occasions The Church celebrates numerous feast days throughout the year, honoring the memory of saints, martyrs, apostles, and the blessed Mother of God. Each of these occasions has its own appointed scripture readings that reflect the life and witness of those being commemorated. The readings for the sacraments and ordinations highlight the sacred nature of these holy mysteries through which God's grace is bestowed upon the faithful. Kalpana Downloads Institutions Training Publications Spiritual Organisations Theological Seminaries Calendar Lectionary News & Events Online Resources Gallery Contact Info FAQs Back to Lectionary Previous: Kyomtho (Easter) Lectionary Koodosh Eetho to Kothne Great Lent Kyomtho (Easter) to Koodosh Edtho Special Occasions Kalpana Downloads Institutions Training Publications Spiritual Organisations Theological Seminaries Calendar Lectionary News & Events Online Resources Gallery Contact Info FAQs",General,English,https://www.mosc-temp.com/mosc-redesign/lectionary/special-occasions,special-occasions,,,MOSC Connect,Web,true,Published
Liturgical Calendar,Malankara Orthodox Syrian Church. Official website of the Malankara Orthodox Syrian Church - Saint Thomas Christian Community,Malankara Orthodox Syrian Church. Official website of the Malankara Orthodox Syrian Church - Saint Thomas Christian Community,General,English,https://www.mosc-temp.com/mosc-redesign/liturgical-calendar,liturgical-calendar,,,MOSC Connect,Web,true,Published
Mosc Calendar,Malankara Orthodox Syrian Church. Official website of the Malankara Orthodox Syrian Church - Saint Thomas Christian Community,Malankara Orthodox Syrian Church. Official website of the Malankara Orthodox Syrian Church - Saint Thomas Christian Community,General,English,https://www.mosc-temp.com/mosc-redesign/mosc-calendar,mosc-calendar,,,MOSC Connect,Web,true,Published
News,Malankara Orthodox Syrian Church. Official website of the Malankara Orthodox Syrian Church - Saint Thomas Christian Community,Malankara Orthodox Syrian Church. Official website of the Malankara Orthodox Syrian Church - Saint Thomas Christian Community,General,English,https://www.mosc-temp.com/mosc-redesign/news,news,,,MOSC Connect,Web,true,Published
Reception to His Holiness Baselios Marthoma Mathews III (Photo Gallery — Reception To His Holiness Baselios Marthoma Mathews Iii),Back to Gallery Receptions 2021 • 36 Photos,Reception to His Holiness Baselios Marthoma Mathews III Back to Gallery Receptions 2021 • 36 Photos,General,English,https://www.mosc-temp.com/mosc-redesign/photo-gallery/reception-to-his-holiness-baselios-marthoma-mathews-iii,reception-to-his-holiness-baselios-marthoma-mathews-iii,,,MOSC Connect,Web,true,Published
Pilgrim Centres (Mosc Redesign — Pilgrim Centres),Explore the sacred pilgrim centres and historic churches of the Malankara Orthodox Syrian Church.,"Pilgrim Centres Explore the sacred pilgrim centres and historic churches of the Malankara Orthodox Syrian Church. These holy places have been sanctified by centuries of prayer, devotion, and the witness of saints and martyrs. Sacred Sites of Faith Visit these hallowed places where the faithful have gathered for generations to worship, pray, and experience the grace of God. Thiruvithamcode, Tamil Nadu Thiruvithamcode Arappally Thiruvithamcode Arappally (""Royal Church""; Tamil:திருவிதாங்கோடு அரப்பள்ளி; Malayalam:തിരുവിതാംകോട് അരപ്പള്ളി;), or Thomayar Kovil or St. Mary's Orthodox Church, is a church located in Thiruvithamcode. Read More Parumala, Kerala Parumala Church St. Peter's and St. Paul's Orthodox Church, Parumala (Parumala Pally) is a prominent parish church of the Malankara Orthodox Syrian Church. Read More Niranam, Kerala St. Mary's Orthodox Syrian Church (Niranam Valiyapally) Niranam Church has a rich history of being the symbol of Christian faith in Kerala and a citadel of Orthodox Christianity since its inception in AD 54 by St Thomas. Read More Kunnamkulam, Kerala Arthat St. Mary's Cathedral, Kunnamkulam The present Arthat St. Mary's Orthodox Syrian Church is believed to be the pioneer Christian Community founded by St.Thomas in the first century A.D. Read More Pampady, Kerala Pampady Dayara Pothenpuram dayara, Pampady dayara or Mar Kuriakose dayara as it is variously called, with the spirit of a saint inhabiting and inspiring it, is now well known, far outside the boundaries of Kerala. Read More Puthuppally, Kerala Puthuppally Church This ancient church renowned all over the world as ""PUTHUPPALLY PALLY"" or ""PUTHUPPALLY VALIYAPALLY"" situated on the eastern bank of the rivulet Kodoorar and beside the Puthuppally - Changanacherry road. Read More Mattancherry, Kerala Koonan Kurishu Pilgrim Centre Mattancherry and Fort Cochin are two cities in Kerala where various civilizations of the world have created significant impact which led to cultural and religious synthesis. Read More Kottayam, Kerala Old Seminary (Pazhaya Seminary), Kottayam The Orthodox Theological Seminary Kottayam, popularly known as Old Seminary (Pazhaya Seminary) which completes 200 years of witness to true orthodoxy holds a unique place in the cultural history of the Kerala in South India. Read More Kadamattom, Kerala St. George Orthodox Church kadamattom The church of Kadamattom is an indelible and undeniable symbol in the annals of Christian spirituality in Indian history. Mar Abo and Fr. Paulose alias Kadamattathu Kathanar are the two luminaries associated with this church. Read More Kottayam, Kerala Kottayam Cheriapally St. Mary's Orthodox Syrian Church commonly known as Kottayam Cheriyapally (""small church"") is one of the oldest churches in Kerala, India. Built in 1579, the church is well preserved. Read More Kallooppara, Kerala St. Mary's Orthodox Church, Kallooppara In the earlier days the Christian believers of Kallooppara had to depend on the 'Niranam Church' for the holy mass, funeral ceremonies and other religious rites. The journey on Vallom was difficult and dangerous. Read More Chandanapally, Kerala St. George Orthodox Church, Chandanapally St. George Orthodox Church, Chandanapally or Chandanapally Valiyapalli is one of the biggest churches in South India, located at a village named Chandanapally, Pathanamthitta District in Kerala state of India. Read More Plan Your Pilgrimage These sacred sites welcome pilgrims throughout the year. Whether you seek spiritual renewal, historical insights, or simply wish to experience the beauty of our Orthodox tradition, we invite you to visit these holy places. Contact Us Back to Home",General,English,https://www.mosc-temp.com/mosc-redesign/pilgrim-centres,pilgrim-centres,,,MOSC Connect,Web,true,Published
Publications,"Official publications of the Malankara Orthodox Syrian Church, including the Malankara Sabha Magazine (Masika) and other church literature.","Publications Official publications of the Malankara Orthodox Syrian Church, including the Malankara Sabha Magazine (Masika) and other church literature. Church Publications Malankara Sabha Magazine (Masika) On August 8th 1946, due to the dedicated conviction and enthusiasm of H.H. Baselius Geevarghese II Catholicos of Blessed memory, the Magazine was published from the Catholicate Palace of Devalokam... Read More Our Publishing Mission The publications of the Malankara Orthodox Syrian Church serve to educate, inspire, and strengthen the faith of our community. Through our magazines, books, and other literature, we preserve our rich heritage while addressing contemporary spiritual needs. Each publication reflects our commitment to sharing the timeless teachings of the Orthodox faith in a manner that is both accessible and meaningful to all generations. Kalpana Downloads Institutions Training Publications Spiritual Organisations Theological Seminaries Calendar Lectionary News & Events Online Resources Gallery Contact Info FAQs",General,English,https://www.mosc-temp.com/mosc-redesign/publications,publications,,,MOSC Connect,Web,true,Published
Malankara Sabha Magazine Masika,"Malankara Sabha Magazine (Masika) Publications / Malankara Sabha Magazine (Masika) On August 8th 1946, due to the dedicated conviction and enthusiasm of H.","Malankara Sabha Magazine (Masika) Publications / Malankara Sabha Magazine (Masika) On August 8th 1946, due to the dedicated conviction and enthusiasm of H.H. Baselius Geevarghese II Catholicos of Blessed memory, the Magazine was published from the Catholicate Palace of Devalokam. Very Rev. M.C. Kuriakose Ramban of Blessed memory was the first chief editor. From January 1968 to February 1969 ""Malankara Sabha"" was published as a biweekly. At present, this is a monthly published Magazine and it is the official organ of the Indian Orthodox Church. Editorial Board The editorial board appointed by the Holy Episcopal Synod of the Church oversees the administration and growth of the Magazine. At present, the editorial board includes H.G Dr Yuhanon Mar Diascoros Metropolitan (President), Fr Zachariah Thomas Puthupally (Chief Editor), Fr. Thomas Raju Karuvatta (Managing -Editor), Fr.Alex Thomas Nazhoorimattathil ( Sub- Editor) Editorial Board Members Fr dr Bijesh Philip Fr. Thomas Varghese chavadiyil Adv Biju Oommen Dr Thomas Kuruvila Alexin George IPoS Merlin T Mathew Subscribe and Contact The magazine is published on the 10th of every month. In order to subscribe for the magazine and for other information, contact: The Managing Editor Malankara Sabha Monthly Devalokam P.O Kottayam – 686 038 Tel.: 0481-2573234 Email: malankarasabha1946@gmail.com sabhamasika@yahoo.com Website: www.malankarasabhaonline.com Kalpana Downloads Institutions Training Publications Spiritual Organisations Theological Seminaries Calendar Lectionary News & Events Online Resources Gallery Contact Info FAQs Publications Malankara Sabha Magazine (Masika) Kalpana Downloads Institutions Training Publications Spiritual Organisations Theological Seminaries Calendar Lectionary News & Events Online Resources Gallery Contact Info FAQs",General,English,https://www.mosc-temp.com/mosc-redesign/publications/malankara-sabha-magazine-masika,malankara-sabha-magazine-masika,,,MOSC Connect,Web,true,Published
Saints,Learn about the saints and holy figures venerated in the Malankara Orthodox Syrian Church.,"Saints Learn about the saints and holy figures venerated in the Malankara Orthodox Syrian Church. Saints & Holy Figures St. Mary Mother of God The Concept of St. Mary in the Malankara Orthodox Church Among all the saints of the Church, St. Mary occupies a preeminent position. This prominence is the consequence of her... Read More The Apostles The word Apostle (apostolos) designates a person with a particular mission. In the very strict biblical meaning it denotes only the twelve Apostles. In the Gospel narratives the Twelve Apostles... Read More Early Church Fathers Church Fathers during 4th and 5th Centuries The fourth and fifth centuries may be regarded as the greatest centuries as far as the defense of faith is concerned. There... Read More St. Baselios Yeldho (Kothamangalam Bava) St Baselios Yeldho was born in a village called kooded (now known as Karakosh) near Mosul in Iraq where Marth Smooni and her 7 children suffered martyrdom. At a very... Read More St. Gregorios Of Parumala – Metropolitan Geevarghese Mar Gregorios. Saint Gregorios of Parumala is popularly known as 'Parumala Thirumeni'. Metropolitan Geevarghese Mar Gregorios of the Malankara Orthodox Church who passed away on November 2nd 1902, became the first declared... Read More St. Geevarghese Mar Dionysius Vattasseril Introduction St. Geevarghese Mar Dionysius Vattasseril, Malankara Metropolitan, was a bright light for the Malankara Orthodox Syrian Church that illumined during her dark and tumultuous times and possessed the vision... Read More Other Saints and Martyrs Cyril was the nephew of Theophilus of Alexandria, and became the Patriarch of Alexandria in 412 after the death of his uncle. As soon as he became a bishop, Cyril... Read More Kalpana Downloads Institutions Training Publications Spiritual Organisations Theological Seminaries Calendar Lectionary News & Events Online Resources Gallery Contact Info FAQs Understanding Saints in Orthodoxy In the Orthodox tradition, saints are not just historical figures but living examples of holiness who continue to intercede for us before God. They serve as models of Christian life and sources of spiritual inspiration. The veneration of saints is an integral part of Orthodox spirituality, helping us to connect with the great cloud of witnesses who have gone before us in faith. How We Honor Saints 🙏 Prayer & Intercession Seeking their prayers and intercession 📅 Feast Days Celebrating their memory on special days 🖼️ Icons & Images Using their images for veneration and inspiration",General,English,https://www.mosc-temp.com/mosc-redesign/saints,saints,,,MOSC Connect,Web,true,Published
Church Fathers,Early Church Fathers Church Fathers during 4th and 5th Centuries The fourth and fifth centuries may be regarded as the greatest centuries as far as the defense of faith is concerned.,"Church Fathers Early Church Fathers Church Fathers during 4th and 5th Centuries The fourth and fifth centuries may be regarded as the greatest centuries as far as the defense of faith is concerned. There were many heresies attacked the Church and the Church strongly defended its true faith through her faithful believers. The heroic children of the Church fought against the opponents of the Church through their teachings and literary works. We can say, without any doubt, these significant personalities are really heroes, the champions of Orthodoxy. The Church cherishes them in her heart as sources and models for Spirit inspired life. Kalpana Downloads Institutions Training Publications Spiritual Organisations Theological Seminaries Calendar Lectionary News & Events Online Resources Gallery Contact Info FAQs Saints Categories Saints Overview The Apostles St. Mary Mother of God Church Fathers Indian Saints",General,English,https://www.mosc-temp.com/mosc-redesign/saints/church-fathers,church-fathers,,,MOSC Connect,Web,true,Published
